shipment_id,source_warehouse,destination_region,carrier,dispatch_date,expected_delivery_days,actual_delivery_days,delay_flag,logistics_cost
SHIP0003713,WH02,north ,DHL,2023-09-27,7,,0,
SHIP0003714,WH01,,FedEx,2024-05-09,7,3,1,-100
SHIP0003715,WH02,North,DHL,2022-01-15,5,3,,-100
SHIP0003716,WH01,North,Delhivery,2022-08-26,,,1,2000
SHIP0003717,wh-02,,Delhivery,2023-05-11,2,1,1,2000
SHIP0003718,WH01,North,BlueDart,2024-11-18,7,3,1,
SHIP0003719,,North,,2024-01-27,2,10,,-100
SHIP0003720,,North,Delhivery,2024-04-21,,3,,500
SHIP0003721,,North,BlueDart,2023-05-11,5,3,1,15000
SHIP0003722,wh-02,north ,Delhivery,2022-09-02,2,25,,15000
SHIP0003723,wh-02,SOUTH,BlueDart,2024-09-04,7,25,,500
SHIP0003724,WH01,North,,2024-04-24,2,25,,
SHIP0003725,WH02,north ,DHL,2023-10-20,5,25,1,15000
SHIP0003726,,SOUTH,BlueDart,2023-01-25,2,25,0,-100
SHIP0003727,wh-02,SOUTH,,2022-04-08,7,,0,2000
SHIP0003728,WH01,north ,Delhivery,2024-08-20,2,,1,2000
SHIP0003729,WH01,north ,DHL,2024-07-07,,25,,-100
SHIP0003730,wh-02,north ,,2023-01-18,2,25,,2000
SHIP0003731,,North,FedEx,2023-05-30,7,1,1,15000
SHIP0003732,WH01,North,,2023-06-20,,,,
SHIP0003733,WH02,SOUTH,DHL,2023-01-09,2,1,,
SHIP0003734,WH01,SOUTH,DHL,2024-02-09,2,1,1,-100
SHIP0003735,WH01,north ,Delhivery,2022-03-01,2,10,,
SHIP0003736,wh-02,north ,Delhivery,2022-10-24,,1,0,15000
SHIP0003737,WH01,north ,DHL,2023-10-20,,25,,15000
SHIP0003738,,North,DHL,2024-03-10,7,,,-100
SHIP0003739,WH01,,FedEx,2023-02-21,2,10,0,15000
SHIP0003740,,north ,BlueDart,2024-08-05,5,25,,2000
SHIP0003741,WH02,,DHL,2022-08-08,2,1,1,500
SHIP0003742,,North,,2024-04-05,2,1,,500
SHIP0003743,,,BlueDart,2022-08-27,2,10,0,-100
SHIP0003744,wh-02,north ,FedEx,2024-07-10,,25,0,15000
SHIP0003745,WH01,,,2023-10-31,7,1,0,15000
SHIP0003746,WH02,,FedEx,2022-09-08,2,25,1,
SHIP0003747,WH02,SOUTH,Delhivery,2022-09-26,7,3,0,2000
SHIP0003748,wh-02,North,,2024-09-12,,3,0,
SHIP0003749,,,Delhivery,2022-03-12,,25,1,-100
SHIP0003750,,north ,FedEx,2023-02-11,5,1,1,15000
SHIP0003751,,North,,2024-07-19,,3,,15000
SHIP0003752,WH02,North,DHL,2024-07-13,5,,1,-100
SHIP0003753,,SOUTH,BlueDart,2024-07-21,5,1,0,-100
SHIP0003754,,SOUTH,BlueDart,2022-03-06,5,,0,
SHIP0003755,,SOUTH,,2024-10-13,7,25,,
SHIP0003756,WH01,North,Delhivery,2023-09-03,2,,,-100
SHIP0003757,wh-02,North,Delhivery,2024-05-14,,1,,2000
SHIP0003758,,North,,2024-01-22,2,,1,15000
SHIP0003759,WH02,SOUTH,BlueDart,2022-09-20,,,,15000
SHIP0003760,,North,BlueDart,2023-02-27,5,,1,
SHIP0003761,WH02,North,BlueDart,2023-08-09,2,10,1,2000
SHIP0003762,,north ,FedEx,2023-12-23,5,3,0,15000
SHIP0003763,wh-02,North,DHL,2024-10-18,,1,1,500
SHIP0003764,,North,Delhivery,2022-12-15,,3,1,
SHIP0003765,,north ,DHL,2022-12-26,,,1,15000
SHIP0003766,WH02,SOUTH,DHL,2022-10-13,2,25,1,
SHIP0003767,wh-02,SOUTH,BlueDart,2023-02-16,,,,15000
SHIP0003768,WH01,north ,BlueDart,2022-02-09,7,1,0,15000
SHIP0003769,wh-02,north ,FedEx,2022-06-08,5,3,1,-100
SHIP0003770,WH01,,,2022-12-12,,25,0,500
SHIP0003771,WH01,north ,DHL,2024-03-26,2,25,1,-100
SHIP0003772,,north ,BlueDart,2023-07-21,7,3,,
SHIP0003773,,,,2022-07-24,5,1,0,2000
SHIP0003774,WH01,North,,2023-03-06,2,25,,
SHIP0003775,wh-02,North,DHL,2024-03-26,5,25,1,500
SHIP0003776,wh-02,SOUTH,,2024-04-02,,,1,15000
SHIP0003777,WH01,SOUTH,Delhivery,2023-12-28,2,1,,
SHIP0003778,wh-02,,DHL,2023-02-12,,10,1,15000
SHIP0003779,,,FedEx,2023-06-22,,3,0,
SHIP0003780,,SOUTH,,2022-09-08,,10,1,500
SHIP0003781,WH02,SOUTH,,2022-03-27,7,10,,2000
SHIP0003782,WH01,,DHL,2022-06-06,7,25,,-100
SHIP0003783,,north ,Delhivery,2024-05-26,7,3,0,
SHIP0003784,WH01,north ,FedEx,2023-09-12,2,10,,-100
SHIP0003785,WH01,north ,Delhivery,2023-12-15,2,25,1,2000
SHIP0003786,WH02,,Delhivery,2023-02-06,7,3,0,
SHIP0003787,wh-02,,BlueDart,2022-10-24,5,1,0,2000
SHIP0003788,wh-02,,,2022-11-05,7,1,0,500
SHIP0003789,wh-02,,BlueDart,2023-10-03,7,1,0,-100
SHIP0003790,WH02,,DHL,2024-04-10,,3,1,500
SHIP0003791,wh-02,SOUTH,FedEx,2024-05-10,7,3,,
SHIP0003792,WH02,north ,FedEx,2024-07-03,5,10,,15000
SHIP0003793,,,BlueDart,2024-03-19,5,10,1,500
SHIP0003794,,north ,,2023-01-08,,10,0,15000
SHIP0003795,wh-02,north ,FedEx,2024-03-01,,,,500
SHIP0003796,WH02,SOUTH,,2022-05-20,2,10,,500
SHIP0003797,WH02,North,Delhivery,2022-11-13,,,0,500
SHIP0003798,WH02,,Delhivery,2024-03-24,,,,
SHIP0003799,wh-02,SOUTH,BlueDart,2024-07-21,5,,1,500
SHIP0003800,WH02,North,DHL,2022-02-21,2,,1,15000
SHIP0003801,,North,DHL,2024-02-10,5,,1,15000
SHIP0003802,WH01,,FedEx,2024-05-08,,1,0,-100
SHIP0003803,WH02,north ,BlueDart,2022-03-13,2,10,1,
SHIP0003804,,SOUTH,DHL,2023-06-27,,25,0,500
SHIP0003805,WH01,,BlueDart,2024-12-27,,25,,500
SHIP0003806,WH01,SOUTH,,2022-01-29,2,1,0,15000
SHIP0003807,wh-02,,BlueDart,2022-10-17,2,1,,500
SHIP0003808,WH02,north ,BlueDart,2024-12-26,7,3,1,2000
SHIP0003809,wh-02,north ,DHL,2022-03-28,5,,1,500
SHIP0003810,wh-02,,DHL,2024-02-06,2,3,1,500
SHIP0003811,WH01,SOUTH,,2022-10-18,2,3,,
SHIP0003812,wh-02,SOUTH,,2023-08-28,,,,-100
SHIP0003813,wh-02,SOUTH,,2024-10-08,,25,,2000
SHIP0003814,WH01,north ,FedEx,2023-07-22,2,25,,15000
SHIP0003815,wh-02,north ,BlueDart,2024-02-17,5,1,1,15000
SHIP0003816,wh-02,,Delhivery,2022-11-02,,3,0,-100
SHIP0003817,,north ,BlueDart,2023-10-25,,3,0,2000
SHIP0003818,,SOUTH,,2024-11-13,7,10,1,-100
SHIP0003819,,North,DHL,2024-02-10,7,10,1,2000
SHIP0003820,,North,Delhivery,2022-05-05,,25,0,15000
SHIP0003821,WH02,SOUTH,BlueDart,2023-04-04,5,1,,
SHIP0003822,WH02,North,BlueDart,2023-05-06,7,25,1,2000
SHIP0003823,,North,,2022-10-29,5,3,1,
SHIP0003824,wh-02,north ,FedEx,2024-08-31,2,,,15000
SHIP0003825,WH01,SOUTH,DHL,2024-08-26,7,25,1,15000
SHIP0003826,WH01,North,BlueDart,2024-09-27,5,10,1,
SHIP0003827,,SOUTH,,2024-11-03,2,3,,2000
SHIP0003828,WH01,,FedEx,2023-09-01,5,,1,-100
SHIP0003829,WH01,,DHL,2022-01-09,2,1,,500
SHIP0003830,wh-02,north ,FedEx,2023-03-16,2,10,,500
SHIP0003831,,north ,BlueDart,2023-04-27,,3,1,15000
SHIP0003832,WH02,North,,2022-12-21,5,3,,-100
SHIP0003833,,north ,,2024-11-20,5,,,500
SHIP0003834,,north ,,2022-12-22,7,1,,500
SHIP0003835,WH01,north ,Delhivery,2023-06-17,,1,1,
SHIP0003836,WH01,north ,DHL,2024-04-11,5,1,,-100
SHIP0003837,,North,BlueDart,2022-07-28,5,10,0,15000
SHIP0003838,WH01,,,2024-07-28,2,10,1,500
SHIP0003839,wh-02,north ,BlueDart,2022-11-02,7,,0,
SHIP0003840,wh-02,North,,2023-03-18,7,,0,
SHIP0003841,,north ,FedEx,2024-03-05,,3,,2000
SHIP0003842,,North,,2022-03-25,7,3,0,2000
SHIP0003843,,north ,FedEx,2023-12-18,7,1,1,-100
SHIP0003844,,north ,Delhivery,2024-07-23,7,,0,-100
SHIP0003845,WH01,,BlueDart,2023-10-13,5,3,,500
SHIP0003846,,North,FedEx,2024-04-14,2,1,0,
SHIP0003847,WH02,,DHL,2022-07-25,5,10,1,15000
SHIP0003848,WH01,north ,,2024-10-18,2,10,,15000
SHIP0003849,wh-02,SOUTH,FedEx,2023-07-01,7,25,0,2000
SHIP0003850,WH02,,FedEx,2022-08-11,5,10,1,2000
SHIP0003851,,SOUTH,DHL,2022-05-22,,3,0,
SHIP0003852,,SOUTH,DHL,2022-06-10,2,1,1,
SHIP0003853,WH01,,FedEx,2024-06-24,7,10,1,
SHIP0003854,,north ,Delhivery,2022-02-20,5,,0,500
SHIP0003855,wh-02,,,2022-12-13,,,0,2000
SHIP0003856,WH02,north ,FedEx,2024-01-26,7,25,0,-100
SHIP0003857,WH02,North,,2024-11-24,5,3,1,2000
SHIP0003858,wh-02,North,FedEx,2022-06-06,7,,1,
SHIP0003859,wh-02,SOUTH,,2022-11-07,2,1,,2000
SHIP0003860,,north ,BlueDart,2022-01-23,2,10,,15000
SHIP0003861,,North,,2023-06-05,,3,,500
SHIP0003862,WH01,SOUTH,,2023-11-15,2,,0,2000
SHIP0003863,WH02,North,DHL,2024-06-11,5,25,1,2000
SHIP0003864,WH02,,Delhivery,2024-06-27,2,1,1,
SHIP0003865,WH02,SOUTH,FedEx,2023-07-05,,10,,500
SHIP0003866,WH02,North,FedEx,2022-09-19,5,25,1,500
SHIP0003867,,,FedEx,2022-06-22,5,10,,
SHIP0003868,wh-02,,,2022-01-04,,10,,500
SHIP0003869,,North,DHL,2023-07-06,,25,,2000
SHIP0003870,WH01,North,FedEx,2023-08-17,5,3,0,2000
SHIP0003871,WH01,SOUTH,DHL,2023-04-05,7,3,0,15000
SHIP0003872,WH02,North,DHL,2023-12-13,7,,1,
SHIP0003873,wh-02,North,FedEx,2022-03-19,2,3,1,15000
SHIP0003874,WH01,,Delhivery,2022-11-21,,3,,2000
SHIP0003875,WH01,north ,,2024-01-23,7,1,1,-100
SHIP0003876,WH02,SOUTH,DHL,2023-09-15,7,1,,2000
SHIP0003877,WH02,SOUTH,BlueDart,2024-04-17,5,10,,-100
SHIP0003878,WH02,SOUTH,FedEx,2023-02-12,7,1,1,2000
SHIP0003879,WH01,north ,Delhivery,2024-09-11,2,,1,
SHIP0003880,WH02,SOUTH,FedEx,2022-09-07,7,1,0,2000
SHIP0003881,wh-02,north ,,2024-05-04,7,25,,-100
SHIP0003882,wh-02,,FedEx,2023-12-02,5,,1,15000
SHIP0003883,,North,Delhivery,2022-09-18,5,10,0,2000
SHIP0003884,,SOUTH,Delhivery,2023-11-07,,3,1,15000
SHIP0003885,wh-02,,Delhivery,2024-10-17,5,,1,
SHIP0003886,wh-02,SOUTH,Delhivery,2023-09-06,7,3,,
SHIP0003887,,,,2023-03-15,7,10,0,15000
SHIP0003888,WH01,north ,BlueDart,2022-10-01,5,25,0,2000
SHIP0003889,,,DHL,2024-05-13,2,1,1,500
SHIP0003890,,North,FedEx,2024-09-04,2,25,0,-100
SHIP0003891,wh-02,SOUTH,,2024-03-20,2,3,1,500
SHIP0003892,WH01,,FedEx,2024-07-23,5,10,0,-100
SHIP0003893,WH02,SOUTH,BlueDart,2022-07-17,2,1,1,500
SHIP0003894,WH01,North,,2024-05-09,7,1,0,2000
SHIP0003895,WH02,north ,DHL,2022-07-05,2,10,1,
SHIP0003896,,North,FedEx,2023-03-13,2,10,1,-100
SHIP0003897,wh-02,SOUTH,,2023-04-22,,10,0,-100
SHIP0003898,WH02,North,BlueDart,2024-05-12,7,,1,2000
SHIP0003899,wh-02,north ,BlueDart,2023-11-24,5,3,,500
SHIP0003900,WH01,,BlueDart,2023-06-06,5,1,0,-100
SHIP0003901,,north ,FedEx,2022-04-05,5,,1,
SHIP0003902,wh-02,north ,FedEx,2023-11-14,2,25,0,-100
SHIP0003903,WH02,,DHL,2022-03-17,2,1,0,
SHIP0003904,wh-02,North,Delhivery,2023-04-08,7,3,,2000
SHIP0003905,,north ,FedEx,2023-12-20,,10,1,500
SHIP0003906,WH01,north ,Delhivery,2024-12-19,2,10,,
SHIP0003907,,North,FedEx,2023-11-26,2,1,,
SHIP0003908,,north ,FedEx,2024-02-25,7,25,1,15000
SHIP0003909,wh-02,north ,FedEx,2022-08-22,,3,,-100
SHIP0003910,WH01,North,FedEx,2023-02-25,5,25,0,2000
SHIP0003911,,,FedEx,2023-06-13,5,25,1,500
SHIP0003912,wh-02,SOUTH,BlueDart,2023-05-22,,10,1,
SHIP0003913,,SOUTH,FedEx,2023-10-27,2,25,0,15000
SHIP0003914,WH02,SOUTH,FedEx,2022-01-24,7,,0,2000
SHIP0003915,WH01,North,BlueDart,2024-06-03,2,10,,15000
SHIP0003916,WH01,,BlueDart,2023-11-30,2,10,,-100
SHIP0003917,,north ,BlueDart,2022-06-12,7,25,0,15000
SHIP0003918,,North,BlueDart,2024-04-28,7,1,0,-100
SHIP0003919,wh-02,,FedEx,2024-08-21,,,,500
SHIP0003920,WH02,North,DHL,2022-06-10,2,10,,500
SHIP0003921,WH01,SOUTH,BlueDart,2024-12-12,,25,,500
SHIP0003922,,North,,2022-08-05,5,,0,2000
SHIP0003923,wh-02,north ,DHL,2023-11-29,7,10,,15000
SHIP0003924,,SOUTH,DHL,2024-09-04,5,,0,-100
SHIP0003925,wh-02,,Delhivery,2022-08-02,7,,1,500
SHIP0003926,wh-02,,FedEx,2023-12-23,,10,0,15000
SHIP0003927,WH01,North,BlueDart,2024-03-31,7,,0,500
SHIP0003928,wh-02,,DHL,2022-09-23,7,1,,
SHIP0003929,wh-02,,Delhivery,2024-02-29,2,,0,
SHIP0003930,WH02,,,2022-01-13,7,1,1,500
SHIP0003931,WH02,north ,FedEx,2023-05-22,7,,0,500
SHIP0003932,,,FedEx,2024-04-07,2,25,1,
SHIP0003933,WH02,North,DHL,2023-04-15,7,25,1,15000
SHIP0003934,wh-02,North,BlueDart,2022-11-11,5,25,,15000
SHIP0003935,WH01,north ,,2023-01-09,7,,1,
SHIP0003936,WH02,SOUTH,,2023-09-12,5,25,1,15000
SHIP0003937,WH01,,Delhivery,2023-02-04,7,,1,-100
SHIP0003938,,North,FedEx,2023-07-20,2,3,0,2000
SHIP0003939,,north ,,2023-07-08,5,25,1,15000
SHIP0003940,,SOUTH,,2022-01-27,7,10,1,-100
SHIP0003941,WH02,,,2023-11-13,,10,0,-100
SHIP0003942,,SOUTH,FedEx,2022-05-19,2,1,1,2000
SHIP0003943,wh-02,,Delhivery,2023-02-23,5,1,0,
SHIP0003944,,,DHL,2022-09-09,7,,1,
SHIP0003945,WH01,North,DHL,2023-01-05,7,,1,
SHIP0003946,wh-02,,DHL,2023-09-12,2,25,1,2000
SHIP0003947,wh-02,SOUTH,Delhivery,2022-06-05,2,,1,-100
SHIP0003948,WH02,North,DHL,2023-06-20,5,25,1,-100
SHIP0003949,WH02,North,,2024-02-02,,10,0,-100
SHIP0003950,WH01,north ,Delhivery,2022-02-21,5,1,1,15000
SHIP0003951,WH02,north ,Delhivery,2024-08-08,2,25,0,2000
SHIP0003952,wh-02,North,Delhivery,2022-03-13,,,,-100
SHIP0003953,,,BlueDart,2023-03-22,7,10,1,500
SHIP0003954,WH01,,,2022-04-17,5,,1,
SHIP0003955,wh-02,,DHL,2023-10-18,7,1,1,15000
SHIP0003956,WH02,SOUTH,Delhivery,2023-11-16,7,,0,
SHIP0003957,WH02,north ,,2022-02-26,2,1,,
SHIP0003958,WH02,north ,,2023-01-06,5,3,1,-100
SHIP0003959,wh-02,,Delhivery,2022-10-16,2,1,1,500
SHIP0003960,,North,FedEx,2024-09-22,,3,1,2000
SHIP0003961,WH01,north ,DHL,2024-10-30,,,,15000
SHIP0003962,WH01,,Delhivery,2022-06-25,5,,0,
SHIP0003963,wh-02,North,Delhivery,2023-10-29,2,,0,-100
SHIP0003964,WH02,North,Delhivery,2024-04-02,7,3,1,500
SHIP0003965,wh-02,SOUTH,DHL,2023-03-06,5,1,1,2000
SHIP0003966,wh-02,,FedEx,2023-11-20,5,1,0,-100
SHIP0003967,WH02,,BlueDart,2022-06-05,5,10,,
SHIP0003968,WH01,,DHL,2023-12-30,7,10,,
SHIP0003969,,North,DHL,2024-02-10,5,,,-100
SHIP0003970,,north ,BlueDart,2023-09-23,5,25,1,2000
SHIP0003971,WH01,North,,2022-09-25,2,3,0,-100
SHIP0003972,,,DHL,2023-04-19,2,10,,2000
SHIP0003973,,North,,2022-01-16,5,3,1,-100
SHIP0003974,WH01,,Delhivery,2022-08-31,7,3,0,
SHIP0003975,WH02,,,2022-06-06,7,1,1,
SHIP0003976,wh-02,north ,DHL,2023-03-15,,1,,
SHIP0003977,WH02,North,BlueDart,2022-07-23,2,1,1,500
SHIP0003978,,North,FedEx,2023-06-22,,1,1,2000
SHIP0003979,wh-02,North,DHL,2024-08-29,5,3,0,2000
SHIP0003980,WH01,SOUTH,Delhivery,2022-08-06,5,1,0,15000
SHIP0003981,wh-02,north ,FedEx,2023-06-11,5,,0,-100
SHIP0003982,wh-02,SOUTH,,2024-04-09,2,1,0,15000
SHIP0003983,WH01,North,BlueDart,2023-08-25,5,,1,-100
SHIP0003984,WH01,,BlueDart,2022-09-06,7,3,,
SHIP0003985,WH01,,,2022-12-27,,,1,500
SHIP0003986,WH01,north ,FedEx,2022-01-10,,10,0,2000
SHIP0003987,,north ,DHL,2023-07-31,2,25,1,15000
SHIP0003988,WH02,SOUTH,,2022-02-10,2,25,0,500
SHIP0003989,WH01,,Delhivery,2024-06-19,5,1,,2000
SHIP0003990,WH02,North,Delhivery,2024-05-11,2,25,,15000
SHIP0003991,WH01,,FedEx,2022-11-29,2,10,,500
SHIP0003992,wh-02,SOUTH,,2023-04-20,7,3,1,2000
SHIP0003993,WH02,North,DHL,2022-05-21,7,25,0,-100
SHIP0003994,WH02,north ,DHL,2022-11-19,,3,0,
SHIP0003995,wh-02,,Delhivery,2023-04-26,,,,
SHIP0003996,WH02,North,,2024-03-21,,1,,15000
SHIP0003997,wh-02,SOUTH,BlueDart,2023-05-11,2,25,1,2000
SHIP0003998,WH02,north ,,2024-05-10,,,1,500
SHIP0003999,WH02,north ,DHL,2022-01-24,7,1,0,500
SHIP0004000,WH01,SOUTH,FedEx,2023-07-05,2,25,1,2000
SHIP0004001,,,,2024-11-03,5,3,0,15000
SHIP0004002,WH01,North,Delhivery,2022-03-07,,3,1,2000
SHIP0004003,WH01,,BlueDart,2024-12-21,2,10,1,
SHIP0004004,wh-02,north ,FedEx,2023-03-22,5,25,,
SHIP0004005,,north ,DHL,2022-05-22,7,,,15000
SHIP0004006,wh-02,North,DHL,2024-07-16,2,,0,2000
SHIP0004007,wh-02,,DHL,2023-03-03,5,25,,-100
SHIP0004008,wh-02,SOUTH,BlueDart,2022-06-04,7,3,1,500
SHIP0004009,WH01,SOUTH,DHL,2022-09-03,2,,,-100
SHIP0004010,WH01,North,BlueDart,2024-08-21,,3,,500
SHIP0004011,wh-02,SOUTH,DHL,2023-09-21,2,3,1,
SHIP0004012,WH01,,FedEx,2023-08-27,2,,0,
SHIP0004013,WH01,North,,2023-01-05,,25,0,2000
SHIP0004014,WH02,North,Delhivery,2023-10-19,7,1,1,
SHIP0004015,,,Delhivery,2022-06-04,,1,1,
SHIP0004016,wh-02,SOUTH,DHL,2024-04-02,7,1,,2000
SHIP0004017,wh-02,SOUTH,,2022-04-11,7,10,,-100
SHIP0004018,,,BlueDart,2023-10-05,7,10,1,15000
SHIP0004019,wh-02,north ,BlueDart,2024-09-20,,10,,2000
SHIP0004020,WH02,north ,FedEx,2024-02-22,7,3,,500
SHIP0004021,WH02,North,,2022-11-14,2,3,0,-100
SHIP0004022,WH02,north ,DHL,2023-09-19,7,10,1,2000
SHIP0004023,wh-02,north ,DHL,2024-01-13,,10,,500
SHIP0004024,wh-02,SOUTH,Delhivery,2022-02-27,,25,1,15000
SHIP0004025,wh-02,North,FedEx,2022-03-10,2,25,,15000
SHIP0004026,,,,2024-04-30,2,3,1,-100
SHIP0004027,WH02,north ,BlueDart,2024-10-12,2,3,1,2000
SHIP0004028,WH02,,DHL,2024-03-29,5,,,15000
SHIP0004029,wh-02,north ,Delhivery,2022-07-05,7,,0,
SHIP0004030,wh-02,north ,FedEx,2022-06-12,7,10,1,15000
SHIP0004031,WH02,,DHL,2023-08-17,2,10,,500
SHIP0004032,,,,2023-08-16,7,3,,
SHIP0004033,WH02,north ,Delhivery,2022-03-19,7,3,0,500
SHIP0004034,wh-02,North,FedEx,2023-02-18,2,25,,
SHIP0004035,WH01,SOUTH,Delhivery,2023-10-22,5,25,,2000
SHIP0004036,WH01,,Delhivery,2022-12-19,,,0,
SHIP0004037,WH01,SOUTH,BlueDart,2022-02-09,7,25,,
SHIP0004038,,SOUTH,FedEx,2023-12-09,7,3,1,
SHIP0004039,WH01,north ,BlueDart,2023-06-10,7,3,0,500
SHIP0004040,WH02,North,FedEx,2023-03-29,5,10,1,2000
SHIP0004041,WH02,SOUTH,FedEx,2022-05-29,,3,0,
SHIP0004042,,north ,,2023-12-06,,1,1,500
SHIP0004043,,north ,Delhivery,2022-08-12,2,25,,15000
SHIP0004044,,,FedEx,2024-02-02,,25,0,15000
SHIP0004045,,North,BlueDart,2023-07-03,2,,1,15000
SHIP0004046,WH02,SOUTH,DHL,2023-05-14,,,0,
SHIP0004047,wh-02,SOUTH,Delhivery,2022-05-02,2,25,0,15000
SHIP0004048,,SOUTH,DHL,2022-09-28,5,,,-100
SHIP0004049,,,DHL,2024-02-13,5,25,0,2000
SHIP0004050,WH02,,BlueDart,2024-11-23,5,3,1,15000
SHIP0004051,WH02,north ,FedEx,2022-05-24,5,1,,500
SHIP0004052,WH01,North,DHL,2023-08-08,,1,0,500
SHIP0004053,WH01,SOUTH,,2024-03-04,,,1,-100
SHIP0004054,WH02,north ,FedEx,2023-05-08,,,,15000
SHIP0004055,WH02,North,,2022-03-19,5,10,0,500
SHIP0004056,WH02,North,,2022-04-19,2,,0,15000
SHIP0004057,wh-02,North,FedEx,2022-07-01,7,,0,
SHIP0004058,,,FedEx,2022-10-18,2,25,,500
SHIP0004059,wh-02,SOUTH,,2023-12-30,2,,0,-100
SHIP0004060,WH01,,,2023-03-23,7,25,,2000
SHIP0004061,WH02,SOUTH,BlueDart,2024-08-06,5,,1,-100
SHIP0004062,wh-02,,Delhivery,2024-06-05,7,10,0,
SHIP0004063,WH01,SOUTH,Delhivery,2024-05-31,2,10,,15000
SHIP0004064,WH02,SOUTH,,2024-03-04,5,,1,-100
SHIP0004065,WH02,North,Delhivery,2023-02-27,7,10,0,
SHIP0004066,wh-02,SOUTH,DHL,2022-01-14,2,25,1,15000
SHIP0004067,wh-02,,Delhivery,2022-08-06,7,10,1,500
SHIP0004068,,SOUTH,,2023-12-20,5,25,,-100
SHIP0004069,WH02,North,BlueDart,2022-05-10,5,25,1,500
SHIP0004070,WH01,north ,FedEx,2023-06-03,7,10,0,-100
SHIP0004071,WH02,North,,2024-10-05,7,25,0,
SHIP0004072,,north ,FedEx,2024-03-14,5,,1,
SHIP0004073,wh-02,,Delhivery,2022-12-20,7,10,,2000
SHIP0004074,,,BlueDart,2022-07-17,,25,,
SHIP0004075,WH02,SOUTH,,2022-12-30,7,25,,2000
SHIP0004076,,SOUTH,,2024-02-14,2,,1,2000
SHIP0004077,WH01,,DHL,2024-07-26,2,25,0,-100
SHIP0004078,,SOUTH,,2022-03-20,5,10,,-100
SHIP0004079,WH01,north ,FedEx,2023-10-31,2,1,0,2000
SHIP0004080,,,Delhivery,2022-09-12,2,3,,
SHIP0004081,wh-02,SOUTH,DHL,2022-07-28,2,25,,15000
SHIP0004082,,north ,Delhivery,2022-04-23,5,3,,15000
SHIP0004083,,SOUTH,Delhivery,2022-07-17,,25,0,-100
SHIP0004084,WH01,North,BlueDart,2022-03-11,7,25,,-100
SHIP0004085,,,,2024-08-30,7,3,0,-100
SHIP0004086,WH01,,Delhivery,2024-04-18,7,3,1,15000
SHIP0004087,wh-02,,FedEx,2022-02-17,5,25,0,2000
SHIP0004088,WH01,SOUTH,,2023-10-14,,25,0,2000
SHIP0004089,wh-02,north ,BlueDart,2024-03-14,,25,,2000
SHIP0004090,WH02,north ,Delhivery,2024-11-21,2,25,0,-100
SHIP0004091,WH01,SOUTH,BlueDart,2022-10-03,2,,,500
SHIP0004092,WH02,,BlueDart,2024-07-17,5,1,1,2000
SHIP0004093,wh-02,SOUTH,DHL,2024-03-02,2,3,0,15000
SHIP0004094,WH01,north ,Delhivery,2024-05-13,2,10,,2000
SHIP0004095,WH01,north ,DHL,2023-02-25,2,3,,500
SHIP0004096,,North,Delhivery,2023-11-12,,3,1,500
SHIP0004097,,North,FedEx,2024-05-23,,,1,-100
SHIP0004098,WH01,north ,FedEx,2023-05-02,5,3,0,2000
SHIP0004099,WH02,North,,2024-07-25,5,,1,15000
SHIP0004100,WH02,North,BlueDart,2022-10-16,2,10,1,15000
SHIP0004101,wh-02,,FedEx,2023-07-10,7,,,-100
SHIP0004102,WH02,,,2023-09-30,,,,500
SHIP0004103,,SOUTH,BlueDart,2024-06-19,7,,1,
SHIP0004104,wh-02,SOUTH,Delhivery,2023-11-23,2,3,1,15000
SHIP0004105,,,BlueDart,2024-10-03,,3,1,15000
SHIP0004106,wh-02,North,,2022-09-18,,,,2000
SHIP0004107,WH01,north ,Delhivery,2022-11-30,,3,0,
SHIP0004108,wh-02,,BlueDart,2023-03-03,5,,,-100
SHIP0004109,,,,2023-05-21,5,3,0,15000
SHIP0004110,wh-02,north ,Delhivery,2023-09-14,2,1,1,2000
SHIP0004111,wh-02,,,2023-07-04,7,10,0,500
SHIP0004112,wh-02,North,Delhivery,2023-05-29,,10,,500
SHIP0004113,WH02,North,FedEx,2023-05-03,5,1,,-100
SHIP0004114,WH01,north ,Delhivery,2024-07-04,7,25,,500
SHIP0004115,,SOUTH,DHL,2022-06-23,,10,0,-100
SHIP0004116,WH02,north ,DHL,2022-03-16,,,1,-100
SHIP0004117,WH01,,FedEx,2023-07-01,,1,,-100
SHIP0004118,wh-02,,FedEx,2022-01-18,7,,0,2000
SHIP0004119,,SOUTH,Delhivery,2024-09-14,2,25,,-100
SHIP0004120,WH01,North,,2024-09-16,,,1,
SHIP0004121,WH02,SOUTH,BlueDart,2022-05-30,2,25,,
SHIP0004122,wh-02,SOUTH,Delhivery,2024-08-16,2,25,,-100
SHIP0004123,,,BlueDart,2024-07-25,7,10,1,500
SHIP0004124,,north ,Delhivery,2023-02-20,7,25,0,2000
SHIP0004125,,SOUTH,DHL,2023-09-08,2,25,,500
SHIP0004126,WH01,,Delhivery,2024-04-26,7,25,0,2000
SHIP0004127,WH01,SOUTH,FedEx,2023-05-30,7,3,1,
SHIP0004128,,North,BlueDart,2024-07-02,5,1,1,15000
SHIP0004129,wh-02,north ,FedEx,2022-09-25,2,1,,2000
SHIP0004130,,SOUTH,DHL,2024-12-28,,,,
SHIP0004131,WH01,,Delhivery,2024-03-26,5,10,1,15000
